image,landmark,resolution_x,resolution_y,resolution_z,x_detected,y_detected,z_detected,x_groundtruth,y_groundtruth,z_groundtruth,x_error_mm,y_error_mm,z_error_mm,error_magnitude_mm,x_error_voxels,y_error_voxels,z_error_voxels
BS-005,Commissure LCC-RCC,0.400390625,0.400390625,0.3,102.25493786631746,80.3651070352196,95.76267231703484,102.04237365722656,79.71107482910153,97.3678405761719,-0.085108716530536,-0.26186836377773903,0.48155047774111776,0.5547155993748546,0.21256420909089968,0.6540322061180603,-1.6051682591370593
BS-005,Commissure NCC-RCC,0.400390625,0.400390625,0.3,78.61724046627569,73.94395376974649,89.44659045925081,77.76834487915039,74.10820007324216,89.85424499511721,-0.33988983468884015,0.06576268011057235,0.12229636075991976,0.3671596787165674,0.8488955871252983,-0.16424630349567337,-0.4076545358663992
BS-005,Commissure LCC-NCC,0.400390625,0.400390625,0.3,83.53886865010949,96.15687467830658,92.03285028290668,82.74947652220726,95.3677062988281,92.25051574707034,-0.3160652074608547,-0.3159756206896268,0.06529963924909765,0.4516656408489917,0.7893921279022322,0.7891683794784825,-0.21766546416365884
BS-005,Nadir LCS,0.400390625,0.400390625,0.3,105.71925888163088,95.47448905868598,76.90955932890527,104.75197410583496,95.75387573242185,77.04766540527346,-0.3872917559339123,0.11186380491377657,0.04143182291045661,0.4052468519480984,0.9672847757959175,-0.2793866737358712,-0.13810607636818872
BS-005,Nadir RCS,0.400390625,0.400390625,0.3,101.2661806015343,80.41833041822161,70.69435205006222,102.41361618041992,80.35739135742185,70.49554138183596,0.45942244857725023,-0.024399428640532184,-0.05964320046787747,0.46391985270815045,-1.14743557888562,0.060939060799768185,0.19881066822625826
BS-005,Nadir NCS,0.400390625,0.400390625,0.3,86.2356954173439,94.5473460608562,66.4793542766554,85.96347737312317,95.31733703613278,66.7378356933594,-0.10899355286181814,0.3082971678353513,0.07754442501120025,0.33606528548937986,0.27221804422073603,-0.7699909752765848,-0.2584814167040008
BS-005,Basis of IVT LCC-RCC,0.400390625,0.400390625,0.3,108.57078749971798,87.45093518564875,75.40805167395658,109.17627143859865,87.58421325683591,75.70664672851565,0.24243009271589205,0.05336329022142289,0.08957851636772175,0.26390206742679,-0.605483938880667,-0.1332780711871635,-0.29859505455907254
BS-005,Basis of IVT NCC-RCC,0.400390625,0.400390625,0.3,91.69775160682843,83.5746196009863,65.95631063146399,91.6096248626709,83.94213867187497,65.73333435058596,-0.03528512217245039,0.14715119049253628,-0.0668928842634088,0.1654483927851016,0.08812674415753463,-0.36751907088867597,0.22297628087802934
BS-005,Basis of IVT LCC-NCC,0.400390625,0.400390625,0.3,95.90307271653307,98.51261462311936,72.62795678550306,95.85397815704346,98.61027526855466,73.34359436035159,-0.01965700135814763,0.03910240686374217,0.21469127245455866,0.2191066826755619,0.049094559489617495,-0.09766064543529751,-0.7156375748485289
BS-009,Commissure LCC-RCC,0.3613281250000001,0.3613281250000001,0.30000000000000016,98.46971008266156,61.42012400809461,88.9790214536201,98.40164184570314,60.51460266113281,88.45000610351559,-0.0245949684322433,-0.3271903304451811,-0.1587046050313547,0.36447987114128555,0.06806823695842468,0.9055213469617982,0.5290153501045154
